chr	start	end	het_ratio	het_length
chr2	84322896	84324441	40.4	1545
chr2	84341901	84342842	44.2	941
chr2	84361224	84363150	44.4	1926
chr2	84368564	84369355	46	791
chr2	84372346	84373837	37	1491
chr2	84530950	84532237	48.8	1287
chr2	84546079	84547577	48.8	1498
chr2	84680322	84682027	50	1705
chr2	84781793	84782829	42.9	1036
chr2	84783809	84785442	43.6	1633
chr2	84796166	84796286	43.9	120
chr2	84838261	84839273	47.5	1012
chr2	84844396	84845236	45	840
chr2	84858135	84858834	45.6	699
chr2	84864046	84865402	42.1	1356
chr2	84866622	84867979	36.5	1357
chr2	84877757	84879040	10.3	1283
chr2	84923725	84925038	44.4	1313
chr2	85091352	85092110	36.8	758
chr2	85106185	85107868	42.9	1683
chr2	85131780	85133349	48.6	1569
chr2	85183086	85184088	43.5	1002
chr2	85317553	85318594	40.5	1041
chr2	85320919	85322243	38.1	1324
chr2	85366834	85367645	48.1	811
chr2	85443039	85443205	41.3	166
chr2	85451118	85452973	41	1855
chr2	85457517	85458617	50	1100
chr2	85476327	85476613	49	286
chr2	85747155	85747765	46	610
chr2	85813884	85815216	46.2	1332
chr2	85828276	85829750	46.2	1474
chr2	85837873	85838707	50	834
chr2	85850543	85852238	40.5	1695
chr2	86090471	86091327	39.5	856
chr2	86173064	86174206	48	1142
chr2	86181430	86182727	45.2	1297
chr2	86196189	86198329	32.6	2140
chr2	86199279	86201208	34.2	1929
chr2	86215146	86216273	49.2	1127
chr2	86230777	86231578	37.8	801
chr2	86253562	86253933	40	371
chr2	86258996	86260030	48.7	1034
chr2	86263459	86264190	48.8	731
chr2	86268556	86269166	48.1	610
chr2	86272926	86273964	49.1	1038
chr2	86281268	86282582	39.1	1314
chr2	86287952	86288682	47.8	730
chr2	86298125	86298862	31.7	737
chr2	86302290	86302928	39.5	638
chr2	86318202	86319861	45.8	1659
chr2	86353168	86353614	47	446
chr2	86378658	86379243	47.5	585
chr2	86386178	86386748	40.4	570
chr2	86404486	86405997	45.1	1511
chr2	86420351	86422002	36	1651
chr2	86429218	86430343	42.6	1125
chr2	86431535	86432393	37	858
chr2	86812844	86812849	31.8	5
chr2	86865130	86866041	46	911
chr2	86867659	86868566	50	907
chr2	86869947	86871596	45.7	1649
chr2	86910891	86911311	45.9	420
chr2	86912206	86912635	50	429
chr2	86915929	86916771	17.4	842
chr2	86931361	86932080	48.8	719
chr2	86937520	86938042	41.5	522
chr2	86951416	86951839	47.8	423
chr2	87049146	87050220	37.7	1074
chr2	87072319	87073043	47.7	724
chr2	87247692	87247995	10.8	303
chr2	87404893	87405148	33.3	255
chr2	87408326	87409644	10	1318
chr2	87414247	87429651	21.4	15404
chr2	87432214	87440385	30.2	8171
chr2	87442746	87443090	43.5	344
chr2	87487338	87489210	46.5	1872
chr2	87489827	87493985	41.9	4158
chr2	87505229	87505728	46.5	499
chr2	87524430	87525978	39.3	1548
chr2	87531733	87532322	50	589
chr2	87533427	87538361	49	4934
chr2	87539413	87540720	48.4	1307
chr2	87541360	87541955	48.3	595
chr2	87550662	87551119	40.5	457
chr2	87569393	87570745	39.5	1352
chr2	87572352	87573325	48.8	973
chr2	87575401	87576539	48.9	1138
chr2	87594002	87595114	47.7	1112
chr2	87640034	87640355	12.9	321
chr2	87642167	87642718	20.7	551
chr2	87666274	87667446	43.5	1172
chr2	87674949	87676434	47.9	1485
chr2	87684860	87686752	46.5	1892
chr2	87758544	87758745	12	201
chr2	87864481	87866148	24.4	1667
chr2	87869283	87870417	32.7	1134
chr2	87871503	87872724	29.8	1221
chr2	87873330	87873621	27.4	291
chr2	87875565	87876863	26	1298
chr2	87878264	87879221	29.6	957
chr2	87881706	87882790	27.2	1084
chr2	87883620	87886081	23.1	2461
chr2	87887025	87887926	26.3	901
chr2	87895003	87898282	36.2	3279
chr2	88312028	88313023	47.5	995
chr2	88415782	88416390	35.5	608
chr2	88423290	88424019	43.2	729
chr2	88426601	88427790	45.5	1189
chr2	88429067	88436447	47.7	7380
chr2	88449430	88450240	46.9	810
chr2	88515096	88516372	41	1276
chr2	88518514	88519291	47.1	777
chr2	88525142	88525691	41.5	549
chr2	88664556	88665507	43.9	951
chr2	88677980	88679981	38.2	2001
chr2	88687010	88688373	41.5	1363
chr2	88691570	88693249	38.8	1679
chr2	88701670	88702563	47.6	893
chr2	88763109	88763880	45.7	771
chr2	88953873	88961396	11.3	7523
chr2	89003991	89008243	17.2	4252
chr2	89009259	89011387	11.9	2128
chr2	89036188	89041458	10.3	5270
chr2	89046603	89047526	21.2	923
chr2	89050298	89051864	47.9	1566
chr2	89052682	89055930	49.5	3248
chr2	89058560	89064828	40.3	6268
chr2	89561128	89562141	23.3	1013
chr2	89639746	89640698	11.1	952
chr2	89642255	89643209	18.5	954
chr2	89654285	89659378	28	5093
chr2	89726922	89734644	11.9	7722
chr2	89736583	89742179	15.1	5596
chr2	89742996	89745101	25.5	2105
chr2	89746781	89747187	16.7	406
chr2	89747723	89751593	33.3	3870
chr2	89782126	89783829	25.7	1703
chr2	89784684	89785196	24.3	512
chr2	89791107	89792131	12.5	1024
chr2	89792860	89795043	16.7	2183
chr2	89796051	89797810	43.5	1759
chr2	89798552	89799282	23.6	730
chr2	89802661	89803392	30.5	731
chr2	89804003	89804762	12.9	759
chr2	89806849	89807222	15.8	373
chr2	89819514	89819983	16.9	469
chr2	89824413	89825995	20	1582
chr2	89826845	89827562	20.4	717
chr2	89829517	89830268	14.6	751
chr2	89871069	89871723	14.9	654
chr2	89875167	89876736	39.6	1569
chr2	89881143	89881885	40.9	742
chr2	89891268	89892894	20	1626
chr2	89903357	89905344	18.4	1987
chr2	89917742	89917848	33.3	106
chr2	89918444	89918876	33.3	432
chr2	89950977	89957648	37.5	6671
chr2	89964036	89964208	50	172
chr2	89964983	89965430	50	447
chr2	90000017	90000434	50	417
chr2	90019079	90019614	12.8	535
chr2	90020138	90020894	17.4	756
chr2	90025504	90026554	10.7	1050
chr2	90100669	90101917	16.7	1248
chr2	90179187	90179947	19.6	760
chr2	90187545	90188401	38	856
chr2	90296609	90297315	44.2	706
chr2	90392840	90392871	42.4	31
chr2	90712983	90714632	42.9	1649
chr2	90774916	90780616	26.8	5700
chr2	90783680	90784513	22.4	833
chr2	90810808	90815826	30.8	5018
chr2	90827479	90829853	18.2	2374
chr2	90831334	90832553	29.6	1219
chr2	90833440	90833566	40	126
chr2	90838914	90840972	25	2058
chr2	90853490	90855028	29.2	1538
chr2	90856090	90857240	21.7	1150
chr2	90860562	90861962	17.6	1400
chr2	90864195	90866472	28.6	2277
chr2	90867245	90870594	44.4	3349
chr2	90873467	90874429	37.5	962
chr2	90875106	90875430	50	324
chr2	90876572	90885549	16.7	8977
chr2	90886286	90886866	40	580
chr2	90891511	90891782	45.5	271
chr2	90892646	90893338	47.6	692
chr2	90894263	90897399	40	3136
chr2	90898848	90899303	40.6	455
chr2	90900036	90905888	39.1	5852
chr2	90936154	90937738	16.7	1584
chr2	90938625	90940675	29.4	2050
chr2	90944637	90945786	15.8	1149
chr2	90947816	90949046	23.3	1230
chr2	90959659	90960285	38.7	626
chr2	90963025	90963962	41.1	937
chr2	90965510	90965853	16.7	343
chr2	90998998	90999233	34.6	235
chr2	91001341	91001482	15.8	141
chr2	91003645	91004435	36.8	790
chr2	91006917	91007800	50	883
chr2	91037994	91039151	50	1157
chr2	91040747	91041886	45.5	1139
chr2	91043304	91050665	44.4	7361
chr2	91059280	91063011	50	3731
chr2	91084211	91085224	33.3	1013
chr2	91090524	91102241	22.2	11717
chr2	91103922	91106159	17.6	2237
chr2	91108593	91117369	28.6	8776
chr2	91119667	91130073	44.4	10406
chr2	91131093	91133408	50	2315
chr2	91134333	91158941	50	24608
chr2	91160102	91162611	40	2509
chr2	91163722	91291194	33.3	127472
chr2	91291975	91305771	23.1	13796
chr2	91318403	91342307	50	23904
chr2	91345775	91349494	18.2	3719
chr2	91356432	91358392	10.7	1960
chr2	91358987	91360643	15.2	1656
chr2	91364548	91366777	33.3	2229
chr2	91367613	91370536	28.7	2923
chr2	91371311	91382849	33.3	11538
chr2	91417446	91418268	44.9	822
chr2	91441064	91441835	40.5	771
chr2	91442644	91442828	40.9	184
chr2	91450643	91451986	28.6	1343
chr2	91453750	91460368	16.7	6618
chr2	91463131	91488015	16.7	24884
chr2	91488733	91498687	16	9954
chr2	91500222	91506165	40	5943
chr2	91506715	91509735	25	3020
chr2	91512187	91513975	42.9	1788
chr2	91517845	91525494	37.5	7649
chr2	91530301	91545334	27.3	15033
chr2	91598010	91600047	44	2037
chr2	91600904	91602632	50	1728
chr2	91605024	91606281	47.1	1257
chr2	91607180	91607815	47.5	635
chr2	91608604	91610508	43.1	1904
chr2	91660004	91662284	32.4	2280
chr2	91663070	91666174	45.5	3104
chr2	91666884	91669034	41.9	2150
chr2	91669821	91671163	19.4	1342
chr2	91671788	91674826	20.9	3038
chr2	91679428	91682084	42.9	2656
chr2	91690872	91691874	21.6	1002
chr2	91694392	91696179	19.3	1787
chr2	91706369	91706662	32.5	293
chr2	91709323	91709402	22	79
chr2	91713042	91716185	10.8	3143
chr2	91716818	91717642	41	824
chr2	91719374	91719556	11.1	182
chr2	91720351	91722290	46	1939
chr2	91723071	91724249	43.6	1178
chr2	91751809	91753013	36.7	1204
chr2	91761840	91762762	48.6	922
chr2	91778798	91779461	43.8	663
chr2	91785309	91787325	35.7	2016
chr2	91788060	91790461	32	2401
chr2	91799937	91800336	20.7	399
chr2	92211213	92211227	26.2	14
chr2	92300710	92301123	42.9	413
chr2	92304424	92305318	49.2	894
chr2	92309169	92315838	50	6669
chr2	92316524	92317473	22.9	949
chr2	92318992	92319346	36	354
chr2	92327143	92327544	44.9	401
chr2	92328735	92425032	36.2	96297
chr2	92425696	92427381	50	1685
chr2	92427984	92428497	50	513
chr2	92438060	92784486	50	346426
chr2	92786840	92801534	50	14694
chr2	92802480	92803114	50	634
chr2	92834710	92952850	50	118140
chr2	92955262	92990964	50	35702
chr2	92994346	92996388	50	2042
chr2	93001042	93217222	40	216180
chr2	93218193	93218274	50	81
chr2	93222690	93260419	50	37729
chr2	93271192	93271603	50	411
chr2	93272511	93274614	50	2103
chr2	93275298	93277736	50	2438
chr2	93278304	93278536	50	232
chr2	93303737	93315999	33.3	12262
chr2	93316814	93344385	50	27571
chr2	93350733	93386032	33.3	35299
chr2	93399916	93402394	50	2478
chr2	93402982	93403593	50	611
chr2	93405607	93407785	33.3	2178
chr2	93408556	93454999	20	46443
chr2	93460646	93505572	50	44926
chr2	93517722	93518720	50	998
chr2	93519370	93519491	50	121
chr2	93560518	93964298	50	403780
chr2	93967807	93998941	12	31134
chr2	94003295	94003655	25	360
chr2	94032780	94059052	33.3	26272
chr2	94069101	94117286	50	48185
chr2	94117882	94151995	27.3	34113
chr2	94153632	94241532	10.4	87900
chr2	94245389	94246681	28.6	1292
chr2	94247362	94292628	28.6	45266
chr2	94293637	94295521	29.2	1884
chr2	94296590	94298896	38.2	2306
chr2	94315107	94440816	40	125709
chr2	94444534	94451645	50	7111
chr2	94453105	94467016	33.3	13911
chr2	94469412	94470644	13.3	1232
chr2	94472124	94473841	25	1717
chr2	94486626	94529837	10.5	43211
chr2	94537879	94626414	50	88535
chr2	94626990	94667527	11.5	40537
chr2	94668949	94669593	32.1	644
chr2	94673154	94677148	10.9	3994
chr2	94680516	94682351	16.9	1835
chr2	94744796	94745529	15.8	733
chr2	94916099	94917147	42.9	1048
chr2	94950801	94951452	22.6	651
chr2	95000511	95001179	50	668
chr2	95231059	95232020	47.5	961
chr2	95363524	95365015	41.5	1491
chr2	95377566	95378353	41	787
chr2	95933522	95934338	42.3	816
chr2	95980459	95981189	23.5	730
chr2	95981985	95983437	29.9	1452
chr2	95994735	95995524	47.6	789
chr2	96473316	96473940	42.3	624
chr2	96559944	96561525	46.6	1581
chr2	96562661	96567208	15.1	4547
chr2	97692878	97695648	10	2770
chr2	97696495	97702454	16.7	5959
chr2	97705516	97708365	34.2	2849
chr2	97769202	97769736	18.2	534
chr2	97790717	97791906	40	1189
chr2	97792817	97793824	36.8	1007
chr2	97812676	97813647	26	971
chr2	97830059	97834619	10	4560
chr2	97887136	97892101	15	4965
chr2	97908115	97909090	21.6	975
chr2	97921803	97922441	50	638
chr2	97927821	97929205	20.4	1384
chr2	97929832	97930918	49.4	1086
chr2	97952233	97952738	23.8	505
chr2	98001413	98006707	10.7	5294
chr2	98007942	98008873	37.8	931
chr2	98010627	98011882	38.2	1255
chr2	98021170	98023323	42.1	2153
chr2	98024104	98024988	41.5	884
chr2	98036762	98037860	45.9	1098
chr2	98047611	98048181	50	570
chr2	98049682	98050813	47.1	1131
chr2	98059070	98060065	45.9	995
chr2	98062126	98063620	48.8	1494
chr2	98064699	98066325	48.9	1626
chr2	98071103	98072032	44.4	929
chr2	98072687	98073440	41.7	753
chr2	98074364	98083162	17.5	8798
chr2	98396303	98396900	45.5	597
chr2	98824475	98825424	44	949
chr2	99113656	99115315	47.7	1659
chr2	99116362	99117046	41	684
chr2	99139283	99140174	48.1	891
chr2	99224786	99226269	44.7	1483
chr2	99305508	99308636	43.1	3128
chr2	99363458	99364826	42.9	1368
chr2	99375805	99377258	39.5	1453
chr2	99579104	99580406	43.4	1302
chr2	99608555	99608658	45.5	103
chr2	99711442	99711573	41.3	131
chr2	99761273	99762601	27.3	1328
chr2	99788687	99789745	43.8	1058
chr2	99905871	99906454	31.5	583
chr2	99912484	99913233	40.4	749
chr2	99922779	99923118	45	339
chr2	99947216	99948111	44.2	895
chr2	100496399	100497543	41.4	1144
chr2	100588690	100589422	49.2	732
chr2	100601196	100602297	43.4	1101
chr2	100604656	100605412	49	756
chr2	100606375	100607703	46.9	1328
chr2	100623272	100624054	49	782
chr2	100631812	100633047	42.3	1235
chr2	100637397	100639055	43.1	1658
chr2	100667825	100670213	31.9	2388
chr2	100674615	100675116	39.1	501
chr2	100676373	100678520	42.5	2147
chr2	100738320	100740021	46.2	1701
chr2	100748222	100748981	38.6	759
chr2	100758021	100759404	43.8	1383
chr2	100765862	100768207	48	2345
chr2	100777536	100778689	43.6	1153
chr2	100780639	100782344	44.4	1705
chr2	100787806	100790449	45	2643
chr2	100791957	100794003	39	2046
chr2	100796507	100797218	44.2	711
chr2	100903350	100904135	41.2	785
chr2	100904770	100907770	36.5	3000
chr2	100910879	100912364	42.6	1485
chr2	100913388	100914856	41.1	1468
chr2	100916201	100917579	40.4	1378
chr2	100918532	100919094	49.1	562
chr2	100919959	100924762	46.4	4803
chr2	100925854	100926343	47.6	489
chr2	100926888	100930894	47.5	4006
chr2	100945416	100946612	47.4	1196
chr2	100948762	100949455	48.9	693
chr2	101106922	101108065	44.7	1143
chr2	101191966	101192946	43.8	980
chr2	101194226	101194989	41.7	763
chr2	101227545	101229282	44.2	1737
chr2	101272710	101273179	44.2	469
chr2	101310816	101310958	38.5	142
chr2	101364008	101365143	48.3	1135
chr2	101638089	101638997	38.9	908
chr2	101888620	101889858	49	1238
chr2	101890793	101891082	47.8	289
chr2	101891788	101900715	47.9	8927
chr2	101901739	101902436	43.2	697
chr2	101904937	101906682	40.4	1745
chr2	101908746	101909772	44.7	1026
chr2	101927739	101927834	45.6	95
chr2	101945279	101947945	38.5	2666
chr2	101954136	101954574	45.2	438
chr2	101963616	101964358	38.6	742
chr2	101998078	101998576	42.5	498
chr2	102020231	102022195	42.4	1964
chr2	102085226	102086021	39.5	795
chr2	102103631	102104765	48.6	1134
chr2	102108021	102108113	42.4	92
chr2	102524865	102525765	36.4	900
chr2	102567843	102569835	42.9	1992
chr2	102718418	102719850	41.3	1432
chr2	102768142	102769463	48.9	1321
chr2	102771969	102774115	45.7	2146
chr2	102782821	102785666	47.1	2845
chr2	102786943	102787904	48.9	961
chr2	102792482	102793794	50	1312
chr2	102810895	102811396	46.7	501
chr2	102827827	102828573	50	746
chr2	102908313	102909373	37.5	1060
chr2	102915753	102917166	48.1	1413
chr2	102917896	102919185	47.2	1289
chr2	102934056	102935597	41.7	1541
chr2	102957406	102958816	49	1410
chr2	102959606	102961392	46.9	1786
chr2	102962743	102963379	46.6	636
chr2	102967529	102968247	45.7	718
chr2	102978148	102978820	48.6	672
chr2	102992715	102994571	41.5	1856
chr2	103007640	103008809	39.6	1169
chr2	103017446	103018922	35.8	1476
chr2	103090958	103091114	41.5	156
chr2	103102646	103103759	41.7	1113
chr2	103129574	103130140	11.5	566
chr2	103215848	103217276	45	1428
chr2	103223218	103224225	47.9	1007
chr2	103251852	103254650	37.3	2798
chr2	103590540	103590572	48.7	32
chr2	103824317	103824323	47.4	6
chr2	103825998	103826799	47.4	801
chr2	103828976	103830298	45	1322
chr2	103850514	103851704	44.4	1190
chr2	103884472	103887333	44.8	2861
chr2	103912884	103913531	47.2	647
chr2	104000312	104001733	43.2	1421
chr2	104055361	104056448	47.7	1087
chr2	104075929	104077054	50	1125
chr2	104079268	104080794	47.6	1526
chr2	104081833	104087009	43.9	5176
chr2	104094289	104097493	48.8	3204
chr2	104098367	104099902	42.9	1535
chr2	104100988	104105015	45	4027
chr2	104106521	104106613	41.9	92
chr2	104107476	104108346	46.7	870
chr2	104111761	104112775	46.2	1014
chr2	104165020	104165215	45.7	195
chr2	104188211	104189140	38.8	929
chr2	104226250	104226789	37.1	539
chr2	104264465	104266643	47.7	2178
chr2	104275590	104276181	44.2	591
chr2	104281760	104282689	50	929
chr2	104820716	104821494	48.7	778
chr2	104823590	104827959	40.9	4369
chr2	104841315	104841919	42.9	604
chr2	104844434	104845150	42.9	716
chr2	104858331	104859601	46.7	1270
chr2	105033295	105034380	43.5	1085
chr2	105118108	105118763	47.2	655
chr2	105120502	105122005	44.4	1503
chr2	105179352	105180134	49	782
chr2	105193536	105194337	44.4	801
chr2	105210965	105211892	45.5	927
chr2	105213043	105214458	45	1415
chr2	105234442	105236644	43.2	2202
chr2	105239865	105240999	48.9	1134
chr2	105244274	105245018	40	744
chr2	105245627	105245820	38.8	193
chr2	105246462	105248294	43.1	1832
chr2	105284439	105285204	46.9	765
chr2	105671345	105673318	46.8	1973
chr2	105713920	105715815	50	1895
chr2	105745921	105746997	45	1076
chr2	105797148	105798640	39.6	1492
chr2	105812861	105814082	48.9	1221
chr2	105838568	105839207	49.1	639
chr2	105863575	105864274	44.9	699
chr2	105890744	105891501	47.4	757
chr2	105950305	105950514	32.1	209
chr2	105960508	105961620	50	1112
chr2	105969857	105971717	41.5	1860
chr2	105972723	105973966	45.8	1243
chr2	105974871	105976664	47.2	1793
chr2	106016724	106018198	44.6	1474
chr2	106036051	106036726	40.5	675
chr2	106039013	106040556	47.5	1543
chr2	106046701	106048007	47.9	1306
chr2	106066122	106068464	45.5	2342
chr2	106083730	106085030	49	1300
chr2	106092442	106092754	43.4	312
chr2	106117363	106117711	36.8	348
chr2	106184735	106185991	50	1256
chr2	106216475	106217447	50	972
chr2	106296128	106296744	48.8	616
chr2	106318391	106319358	16.1	967
chr2	106437546	106437868	49	322
chr2	106462986	106466805	41.3	3819
chr2	106467719	106472491	48.1	4772
chr2	106476092	106478450	27.3	2358
chr2	106527449	106527928	34	479
chr2	106528743	106529135	24.5	392
chr2	106549932	106551065	49.1	1133
chr2	106560131	106562102	46.3	1971
chr2	106563194	106565271	45.5	2077
chr2	106644188	106644670	37.5	482
chr2	106734198	106736361	46.4	2163
chr2	106737103	106739052	46.3	1949
chr2	106748420	106748963	40	543
chr2	106751913	106752916	36.8	1003
chr2	107010845	107011225	46.7	380
chr2	107015331	107016325	50	994
chr2	107019376	107020589	47.8	1213
chr2	107076911	107078468	37	1557
chr2	107087240	107088208	34.7	968
chr2	107090174	107091987	37.5	1813
chr2	107103164	107105041	43.2	1877
chr2	107183159	107184429	44	1270
chr2	107194108	107194864	48.1	756
chr2	107218859	107220261	40	1402
chr2	107232651	107233921	46.7	1270
chr2	107243046	107243549	46.4	503
chr2	107318610	107320089	37.3	1479
chr2	107323846	107324841	42.4	995
chr2	107336230	107337263	38.6	1033
chr2	107615259	107616303	43.1	1044
chr2	107657006	107657502	42	496
chr2	107658091	107659072	38.8	981
chr2	107677640	107678786	37.3	1146
chr2	107717456	107721992	44.9	4536
chr2	107722803	107723140	45.8	337
chr2	107750764	107752496	48.6	1732
chr2	107754745	107762308	47.5	7563
chr2	107763873	107769153	36.6	5280
chr2	107771118	107772070	41.7	952
chr2	107773223	107774665	46	1442
chr2	108034277	108036187	50	1910
chr2	108288033	108291042	46.3	3009
chr2	108294182	108294719	40	537
chr2	108299744	108302431	36.7	2687
chr2	108308720	108309208	37.8	488
chr2	108310364	108312696	34.2	2332
chr2	108332208	108333012	42.1	804
chr2	108349809	108350655	41.3	846
chr2	108351864	108353917	49.1	2053
chr2	108355105	108355776	42	671
chr2	108356785	108358034	44.2	1249
chr2	108362721	108364298	38.3	1577
chr2	108375965	108376913	39.5	948
chr2	108381523	108383109	41.5	1586
chr2	108456323	108457051	42.9	728
chr2	108497515	108499548	44.2	2033
chr2	108527032	108527121	49	89
chr2	108603429	108604079	50	650
chr2	108612017	108613070	42.5	1053
chr2	108700468	108700730	49.1	262
chr2	108721176	108721932	48.3	756
chr2	108788891	108790599	48.1	1708
chr2	108860476	108861599	48.3	1123
chr2	108876337	108876532	41.9	195
chr2	108908515	108909265	47.2	750
chr2	108919981	108920809	43.5	828
chr2	108922489	108923252	42.3	763
chr2	108924143	108925340	41.5	1197
chr2	108928348	108929071	40.7	723
chr2	108933042	108934502	47.1	1460
chr2	108961950	108963328	34.9	1378
chr2	108972211	108972537	47.8	326
chr2	108976055	108976430	41.5	375
chr2	108982317	108983237	42.9	920
chr2	108989988	108991115	46	1127
chr2	109011794	109012661	43.2	867
chr2	109149468	109150406	48.7	938
chr2	109237915	109238164	44.4	249
chr2	109332828	109333475	41.3	647
chr2	109338452	109339406	46.8	954
chr2	109357422	109358855	47.2	1433
chr2	109371090	109372648	49	1558
chr2	109399838	109400481	47.2	643
chr2	109438844	109439237	49	393
chr2	109469098	109470271	44.2	1173
chr2	109541065	109541964	47.9	899
chr2	109590727	109591686	49.1	959
chr2	109631597	109632659	50	1062
chr2	109683487	109684426	13.3	939
chr2	109785165	109785829	42.6	664
chr2	109792343	109793755	44.6	1412
